pull_request_id,body,Agrees
16466,because the for loop starts at   it will loop once for instance  if someone picks the dates    and    and chooses to recur on monday  no loans would be added  because the time span is   for one day  which is a thursday similarly  if the user cho,1
15932,i think we could probably use a stronger selector here this will match any other link that happens to use the organisation name,1
16455,nah  object should be fine all objects are of anyway if phpdocumentor complains  well change it,1
16123,why did these need to change  the fact that it didnt break any tests means we have some untested and unverified cases here as well,1
16123,why is this changing ,0
16123,why is this needed ,0
13740,jeffheifetz i vote we dont use a status flag at all see my comment about editing the existing keepsource flag,1
16123,if it really does need an order accessor then  should be subclassed i dont really feel like this is needed though,0
16123,what does setting this to  mean  this is untested,0
16123,country code instead of currency codes ,0
16123,i feel like an option passed in with the request would make more sense if you want to enable it globally it could be an option to initialize as well this should not be the default as it breaks backwards   compatibility,1
16210,i believe this expression would be easier to understand it reduces to one level of parens and drops the confusing and      ,1
16495,this could be dryed up in a similar manner to the in the controller  since the always has the same value  and only the value of the changes    so  something like,1
16499,should these functions be exported ,0
16499,does this documentation explain anything   switch  to   ,0
16455,pmjones yes phpdocumentor was complaining  i discusses with mvreil and he mentioned to add  as param,0
14624,change to instead of clearing out button bar,0
14550,check if is true on the source,0
16499,doesnt x is dependent mean that x depends on something else  as in john is dependent on nicotine    x is a dependency of y means that y depends on x its slightly awkward  but you could say  nicotine is a dependency of johns  ,0
16537,it looks like youll only send trackadded for adding a new plugin track  and not a cue is this intended  ,0
15334,can you refactor this to use a service instead  suggesting people to use  in controllers is not really the coolest thing ,0
15334,i dont think we need a repository in the example ,0
16537,this means that track will only get trackremoved if it has a teardown defined i dont think that is right  and this should be moved outside this if block maybe right below the  statement ,0
16537,same as above  this will only work for plugins and not cues if this is intended  ignore this comment,1
14864,this is  a  every time because  is not defined maybe it belongs further down  and should be checking  instead ,1
16537,can you define a plugin that has no function definitions and still have it work  just to make the test smaller,1
15334,lets put this in a view instead ,1
15334,id remove a lot of stuff here since it is an example ,1
15441,there is a merge conflict in with a bug fix on master branch also  the tests have been enhanced on master so ensure your new code works with those specs,0
16537,should be for any type of track being added  regardless of origin cue  plugin  etc,0
15334,ha  lets remove credits ,1
13912,this is fantastic news ,1
15334,lets skip this and move to cli directly ,1
15995,it has now been moved to,1
15995,it has been placed on its own line,1
15334,can you add the driver config here ,1
14624,maybe inline error into the table  like unauth,1
15334,lets also add  to check that all entities are there,1
11557,since we know that this will happen if the original post is not there can we either   a log out a more helpful exception  b handle it without the try catch using and then just discard the reply if we dont have the original,1
16565,is this import needed  thats the default i thought,1
11557,if were doing this now using a timestamp do we need the property at all ,1
15334,then in the action something like ,0
11557,was this change also applied to replies  only ask for replies after the timestamp from the last received,1
16575,all taken care of,1
16499,ive found it useful it lets you type this  instead of this  but maybe im using them in a different way than originally intended  i often use them ,1
16594,unless is correctly published in all cases  this is not threadsafe,0
14550,is set to true  if we use the turns to false  however if we read the stream piece by piece with read it retains the value,1
14864,ah yeah i missed that one  typo fixed ,1
16456,seems to me that we have at least in  places    can we refactor to a method     thanks,1
15489,this title should have the same grade of importance as,1
15489,livedox must have his own subtitle,1
15489,probably should have his own index or something,1
16562,minor thing  but since you added the new attribute to the end of both the  definition and this methods   id propose to sort the parameters like this  ,1
16565,yeah  there is a local set class for the redis set command  so if i want it  to have the right return type  i need immutable,1
16649,this is to expose which is protected in actor,0
16594,given that the sets this unconditionally  shouldnt this be an error state here  not silently return a bogus value ,0
14510,is this valuable output  i can see how it would be useful if there are problems  but its noisy for normal usage,1
16577,this link doesnt actually work  did you load it up and test it   the link has to be  make the page name lowercase to fit in with everything else  and name it to make sure it goes through spring,0
14510,i was just following the riak way  but yeah im not the biggest fan of it either   i can remove it,1
13703,bah  yes  you are right this is why one shouldnt write code in githubs editor    in fact  the patch isnt even consistent in that it documents three values for the log kwarg  yet only implements only one i was originally thinking of allowing the user t,1
16649,the curly brace in our scala code is usually at the end of the previous line maybe the code could be formatted better    i had to read the documentation of to be sure,1
13098,instead of a try catch here  why not disable the editing functions when the view model states that the selected document is not editing      ie bind the property of the controls to ,0
14751,it needs to be one zindex higher than dont know how to give a relative zindex,0
16715,i couldnt find a pattern  but it wasnt a matter of unloading apps with sticky dirs like kernel  it can happen for any of the riak dependency apps,0
16729,thanks for describing the usecase kennethkoontz    the current way the meteor auth system is set up is that once you auth against an oauth provider your token is stored on the user document  as   for example    my underst,1
16565,just return a here ,1
16711,you copied this pattern around  times any chance you could extract it into a method ,1
13774,why dont you send msg as an argument to the hook esp should be interresting to the hook  also  why isnt there an else right before the  ,0
16736,this method should be rename to  ,0
16758,we should cap it with,1
15394,ok i thought include was a control its always called as a function  so where do we draw that line,0
16711,i started not being a very big fan of and be different classes from matrix,0
16776,needs platforms and since tags,0
15394,its not i just thought that adding the strictness would be a nice thing to do,0
16743,this should probably be   then you can use to get the key name and the string value to against,1
15394, is considered a language construct not a control structure so i think were ok there to treat it as a function  as that is how it is being used in this form,1
15394,in places where there is no clear standard that weve adopted  we should leave the code alone  when it comes down to it  someone else is maintaining that piece of code the component lead  and its   better to let them dictate the smaller aspects of ,1
16597,switching to  is good thing in this case but this    and this  ,1
16715,either way  i removed the unloading bit not having it doesnt seem to affect any of our existing tests,1
16499,oh ok  that makes sense,1
16729,ah  now i understand yes  your point makes sense lets keep it in for now    thanks for taking the time to help me understand the concern,1
16638,should there be a break  ,0
16806,makes only sense if the list is sorted at some time  i dont think thats needed for coordinate descent,0
16638,if you do not have vmware installed  install vmware player free,1
16813,can you add a bit about why someone would use this rather than the one that actually takes class ,1
16743, means the timestamp field in of the event  i think this may be better written as though perhaps as long as this special case is documented as such its fine ,1
16592,probably should be a global constant of a classlevel method on ,1
16592,hmmm  also  itd really be   ,0
16824,not sure why it has to be class loader aware,0
16824,make message consistent with what we typically do  ,0
11557,no  replies work fine with concept,0
11557,is used in ordering the feed ,0
16824,this should be enclosed in if since you are allowing null and it will override the default name,1
11557,i understand that they work fine  was suggesting that both be the same for consistency guess we cant take out of api call anyways since web uses that now,1
11557,gotcha  just checking,1
16592,wait  the person now is an instance of   ,0
15489,could i kindly ask you to edit the document as you see fit unfortunately   i do not understand your suggestions for improvement i think you only have  to edit a couple lines thank you very for much for your assistance   ,0
16592,ah  is this the place where the question about one from once class overwriting an from another class came from     thats right youll get kitchen goes into the kitchen here  this way     instead maybe you want something m,1
13774,i didnt really have any use for adding the payload to the hooks arguments  but thats a good idea    i dont want to handle only nonmatched message types in this  thoughi want to allow custom handling of  any  message type,1
11557,i think that feeds and replies update should be single api call and return them both based on timestamp,1
11557,the thinking here was that there could be tons of replies for a post that the user doesnt necessarily care about  bogging down the original response of posts  its also more complicated on the backend side as there could be a recent reply to a post that ,1
16123,this was the only instance that is not preformatting and validating the orderid i added a test case,1
16123,ouch  my bad on this one i reverted this back to the original implementation,1
16597,you dont have to change it  but in is good practice to use this   it will prevent this kind of bugs  it will save you a lot of time debugging ,1
16856,only thing thats needed here is on the child process object returned from   if you do not do this then the user sees no output during the long pause,0
16123,agreed  i moved it to be part of the options hash tests are added accordingly,1
16123,i think its opinionated to embed the in the authorization  especially when the is already part of the request do you know why it was embedded here in the first place ,1
16123,i added a documentation snippet from the official xml spec,1
16123,this is not needed it was part of the other forks implementation i got rid of it,0
16806,sorry   just figured out that for some reason pip got turned off in my ide now i can see what you mean  ill fix it right away   ,1
16597,much prefer  for the style  to me it looks wrong to put  with the value youre comparing to on the left side ,0
15394,ive removed it however notice how its under control structures ,1
15394,also removed all of them,0
16842,formatting and indentation doesnt seem right please use style              ,0
13774,well  skip the else thing then but please send in the whole msg structure  not just the payload that way you allow for the most flexibility in plugins  and it doesnt cost much,0
16889,this assumes  will always be successful if a user closes the popup without completing the login  for example   is null,0
16894,yes  use single backticks  like   note that you need to use latex notation here ,0
16889,nit should use  instead of  like you do in ,0
16889,this line doesnt do anything  ,0
16597,problem is that this is programmers error  and compiler wont catch it you are not comparing  you are assigning so this    is equivalent to,0
16889,supernit space after   i generally do a space after  as well for anonymous functions  but i also try not to use anonymous functions id actually probably rewrite this as,1
16597,i understand the bug youre referring to and what creates the difference between the comparison and the assignment     id prefer to have the variable on the left side of the comparaison and the value being compared to on the right side as i think this mak,1
16565,theres a namespace conflict on set,0
16831,dont catch  just throw through,0
16889,not sure this should throw that means nothing would get returned to the callback  right  i feel like with callbackstyle functions  theres an implied contract with the consumer that the callback   should always be called  and that errors will be sent to t,1
16831,restore newline at end of file many times   many files,0
16887,does call its own constructor or is this a typo   ,0
16887,according to the style guidelines for gecko gaia  this should be  ,0
16831,needs a better name than  like  to match ,0
16889,you dont actually use   or  here  i dont think you should bother declaring them,0
16831,dont ignore inline nodes  iterate over them  just like in dont forget to remove the comment,0
16938,im not sure because they are very specific on what we are going to test ive added more tests to test warnings and errors,1
16887,hmm does this add extra args you dont want or something to     seems like you could pass it directly and avoid the extra anon functions for each ,1
16831,it doesnt make sense to test for null here but not test for it in the other methods that load members  they would crash if they really got a null  instead ,0
16945,good catch i think i rather dumb it down a bit to only accept str and let the py version be a  to much magic will only hurt,1
16831,update the comment  are handled,1
8268,well yes  and so was  before that  but in fact in some cases it seemed direct declaration of dependency was required in the past   some cases a compile scope dependency was depending on junit   version x and that was overriding ,1
8415,shouldnt this be called    ,0
16831,classes that dont have a method dont need a method   back out this change,0
16953,it is  at the moment  because i was restricting everything to r to get  something working  im going back over the and to extend  them for rm  which is what we have already done with the gomatrix library    you are correct about the,1
8268,i think if we are going to spend the effort to update the deps  we should spend the effort to minimize there declarations as well,1
9698,this probably should be unneeded however  i would suggest unnecessary  as i think its used more,0
16565,return types should be generic and not tied to the implementation is the generic set trait alternatively you can rename the redis set or scala set via imports,0
8415,again  i dont think we want to confuse new users with this if you want a literal  use key instead  seasoned spel users will know they can use a spel literal here,0
8415,i like adapter and we already have with quick search,1
16482,arent you missing an  somewhere   even better would be  if thats the only function well need,0
16968,the padding should be set to to ensure that it causes no regressions,1
16973,it looks to me like this call to has the desired effect of removing the service from the dispatch state however i dont think its  are being treated as cleanly im not sure if that matters  but i think it,0
14575,do you want to try moving the unicode character to the end so its the last thing before the newline ,1
16945,i agree about magic ,1
14637,youll get used to it ,1
8415,well  that is not wrapped in an spca    a quick check of sublasses of point to classes ending with  the method is called after all   ,0
16968,we may want to call when setting the shadow layer as well,1
16968,call here too,0
14575,wow   that seemed to trigger it,1
8415,this is a  so yes is the right name the spca is the adapter  delegating to a source    the is different its an active component not polled that extends so it has the,1
16482,Hum strange about the import   ,0
13137,a little more nitpickery but fixing this isnt mandatory  its just for future use  on its own line,0
13137,braces arent necessary for single line conditionals if i havent mentioned in the past  i tend to follow quite closely to qts code styling guidelines  but again  more nitpickery that isnt necessary to fix,0
16968,what happens when the user sets only one of shadow color or shadow offset   should we have some default values for these  if both are needed  we should only call when both are present,1
16968,similar to the comment above  what happens when you call when  for some of these fields ,1
16726,this is the only thing i dont like in the whole script  do we need that   if you take it out and outdent the stuff below it  then the cr is okay afaic,0
17022,please also pull to remove the now redundant check,1
16761,i think this method should be in the test class  not in the provider class,1
10934,are we still using  somewhere ,1
16806,the is also needed in the basic use case simple  one alpha fit with elasticnet  it cant be stored in then,1
16973,if youre deregistering a range of codes  it calls once per code  unlike during registration  where it updates the dict once per code  but calls just once for the range,1
16973,good catch this is probably spammy and raceprone,1
16973,yes  maybe it should be changed to have a  function,1
17064,kill this log line and typo,0
16806,i commit already not working code so we can agree on where to implement things    i cannot read nonworking code i would need source access to the brain  of the guy who wrote itcan i get commit rights too     to figure out  how he wants to make it wor,0
10934,were not using  or  anywhere,0
17003,mdineen was this still failing  not sure if the  was missed,0
16806,    because the prototype told me so the prototype is gold standard      also for the other tests    what do you mean by the prototype ,1
15995,i think it makes more sense to access the controller from the dialog code  context menus do it that way,1
17003,empty lines could be removed nitpick  lol p,1
16806, theis also needed in the basic use case simple  one alpha fit with elasticnet    why  i dont understand all we need is to learn the coefficients,0
17003,usually  var statements with multiple lines are indented once more to the right imo better readability  but your call  that is an opinion  and a nitpick ,1
16839,this channel should be buffered  so the instance monitor doesnt have to wait for the listener to read from the channel before continuing    actually  this opens up a vulnerability not a security vulnerability  but a deadlock vulnerability if the person,0
15774,no need to extend the other class,0
16983,maybe you could copy over the docstring examples from numpy here  so they get tested,1
17084,achtung  the default encoding is localedependent  not always utf this wont do what you expect on windows  in cron jobs  and so on    this is one thing where i think they really screwed up with python   but its been discussed before and apparently i,1
15995,remove baton from,0
15995,do not continue from this point if there is no baton,0
13489,what about making this a  or  event so that we know the video is playing ,1
17084,but   as a global variable set as     so do we want to force everything as utf   and use  everywhere  ,1
16781,i dont know  but wouldnt it be better to let the thread sleep for a short period if the service isnt available  or will this block something  dont know how long it normally takes until the service is   available normally maybe it could also be interest,0
16781,i think this line is too long,1
17084,we could use  i dont think theres any reason to save html in anything other than utf  though,1
16806, makes only sense if the list is sorted at some time  i dont think thats needed for coordinate descent    yes but thats a reasonable choice to keep the set ordered so when you  loop over features on only just positively in memory in other words  it avoi,1
16806, the is also needed in the basic use case simple  one alpha fit with elasticnet   why  i dont understand all we need is to learn the coefficients    same feeling here    if you do,1
17123,hate to monkeypatch  and would have called the original highlight function  but the original throws errors if you call it,0
17165,do you mind adding this to the header instead ,0
16304,hi matt  were going to deprecate files soon which is why it was removed from the master code  do you have custom code that uses relies on this ,0
16304,tabs look a little weird here ,0
14243,okay  this scares me is very expensive and worse yet  has in the past stomped on interface state machines and caused tables to become unresponsive are you sure reloaddata is needed ,0
16726,oops heh leftover fragment from debugging ill fix that right up,1
13489,i already test for autoplay and loop working  so this just tests that they are set when they would be read  this is fine,1
17212,do you need to specify  here or is that the default ,1
17212,that is the default not necessary,0
17212,what about  instead  kate  is there any functional difference ,0
11821,ill fix it when merging,1
17021,this should be for in result,0
16511,defining arrays like this does not allow fast indexing this was true in cython  im not sure if its been fixed that since then ,0
16511,i should specify i believe defining numpy arrays as a  function argument  leads to fast indexing  but defining arrays as variables does not,1
16511,is not in the shipped     well need fabianp one more time for windows ,0
17021, should read,0
17228,i am really not a fan of adding a click handler to the whole page  i will likely replace this with a animation handler hack so this behaviour  will only be added to specific elements as they hit the dom as seen in xtags and other libs,0
17231,what about commenting on another comment ,0
17232,i dont see where we use this method in the tests we should remove it if we dont use it,0
17231,we dont need to set the user  it should automatically be assigned from the,0
17233,qwcode id rather not require and assert a specific version that feels like it wouldnt demonstrate the typical scenario where this set of features will be useful  it also wouldnt help me clean up the   assertions in,0
17233,is there a verdict on this  keep it or not ,0
6682,i would rather see us come up with a welldefined way of injecting heira data so that its safe for us to always clobber the with our stadard version,0
6728,ok  maybe just a comment to the effect that the arbitrary selection of transitions is intended to be representative but not exhaustive  might help a maintainer if a refactoring later breaks something   either covered or not covered by the test,1
6682,i agree with this concept  but i think we need a more descriptive fact name here,1
17234,instead of using h  perhaps we should use constants  imho that would make the code more legible,1
17234,afaik the goal is to keep vars out of quotes,0
16575,i should probably add measures to if we want them to be useful right now its very difficult to index into the measures array to find the values for a specific part,1
17229,i think  is better indeed   is good too,1
17236,this line does nothing  i used it to have a breakpoint for debugging you can delete it,0
6821,can we do this   ,0
17234,cant this just be ,0
17237,is this an error in     should it not use instead  i see the implementation only needs  a spec,0
17238,still not sure about contents validation  since as a single function it turns out to be quite ugly ,0
17234, already had a value assigned on line  not sure if overwriting that is the way to go    if correct i would suggest  ,0
16429,i think we should use of a sekizai tag here to provide the css resources so that the style is available in any cms page,1
17234,cs  spacing between arguments,0
6771,if were not using puppet  is this line necessary ,0
6711,ideally this would go in a  since its needed for every test,1
17239,yes  i forgot to remove manageorgs,1
17234,cs  spacing around comparator,0
6771,not strictly necessary  but one of the box tests in veewee checks to see if puppet is installed i had to flip a coin to decide whether to remove the puppet stuff and leave that test failing or not if you   have a strong opinion either way  it can certainl,0
6771,its too bad its still version  in the centos  base repo ,0
6779,ginko this code looks like it could be cleaned up quite a lot  just declare all these variables first as blank strings  then in your if blocks just set the variables that is are different under that   condition    you could also change the ,1
6771,also  the intent was to leave these boxes and configs publicly available  and it seems the community standard is to have both puppet and chef available,1
17234, no newline at end of file,0
17243,  just push commits to your branch  no need for new pr,0
17245,paddy  could you please leave the old tests in there as well  that way we ensure there are no bc issues or at least become aware were there any,1
17241, or  from the  module,0
17234,a little indentation wouldnt hurt cant say much about the rest of this    if it works  it works for me ,0
17245,so what do we do about that bug ,0
17245,sorry for repeating myself  could you please leave the old tests in there as well  that way we ensure there are no bc issues or at least become aware were there any,1
17234,because we have only three options here and because i used the standard values of many shell commands  i think its not a good idea generally speaking you are right but in this case i think is not so   necessary,1
17234,its only a quick way to obtain the same result here,1
17247,is this github being stupid ,0
6857,how would that work  you should also update the and to use your requirement class  which wont work as we also override them,0
17247,circles dont have vertices   but actually is this even used anywhere  it looks like  just calls ,1
17249,please remove the null check should be consistent regardless of prefix,1
16575,the property was changed so it could be updated after the polygons inner and outer rings were joined once that code is refactored and decoupled from the shapefile project  this will go back to   being immutable,0
17234,actually the indentation is not possible here because i used some white spaces to indent the xslt output  this is a general xlst file to convert a docbook structure in restructuredtext format  i used the xslt syntax   the special template u,0
17240,i remember that too i must have rebased it in when i wasnt paying attention anyway  its fixed now i deleting code ,1
17248,could you rename this variable to  ,0
17234,yes  thats true,1
17240,im always open for review i wouldnt have opened a pr if i hadnt put on my asbestos underpants    i was rewriting the summary  and now im not sure if this does the right thing currently  it updates the workdir to match whats in the index  but maybe t,1
17248,what do you mean ,0
17247,there are just  points here  so the square isnt being closed if you add  as the last element in the path  it will autoclose the shape and make the starting ending vertex look better than if you just   repeated the first coordinate,1
17241,i would rather say the optimal   subtree   ,1
17248,can you add a link to the documentation      you can write multine comments with,1
17234,the code is not so clear here  you are right i reused the output as a new variable i will change this,1
17228,im not sure you need to credit me for this  although if it were more of a hack  its not a bad way to make have to not say anything bad about it ,0
17248,this is about the last method in the doc  without using acl but i dont think its a good idea to implement it,0
17240,good catch done ,1
17248,oh  no  not a good idea ,0
17228,i think andreas is taking a hardline about uses of  even though i think this is pretty harmless  you have a getter  so its probably somewhat annoying to change  but i have discharged my duty in   warning you about it,1
6857,yeah  i also thought about that in my opinion we shouldnt override and  say somebody customized these files in  and upgrades to   all his changes are lost i think its a bad idea you said yourself  that the se works as a s,1
17228,dont people usually do it like    i dont care  just wondering if this is believed to be better for visibility  etc,0
12338,change it back  its that way for a reason,0
17247,nit by repeating  at the end to close the triangle  the beginning ending vertex corner is drawn as two lines butted together  rather than coming to a sharp point like the other corners if you instead   use  as the last element  the shape wil,0
17254,kinda hacky  i know ,1
17247,actually  you might have to just leave off the last  here and  after you recenter below,0
17247,the  is pretty dark and makes it kind of hard to read some of the measurements perhaps this would look better   is the backg,0
17255,i think prefixing the modules with and having the namespace is confusing how about this for the module names,0
17247,yeah  this is used in the dataensure on l to make sure the inner shape is totally enclosed by the outer shape there are some weird corner cases literally d,1
17255,this could become an attribute of the app thats make it more yuilike,1
17251,i dont mind  i am okay with that    while i am at it  i must warn you  though  i am currently making  huge  changes on the tree structure see  i dont know how we should resolve our future conflicts   ,1
17257,could you call this something more descriptive  perhaps  ,0
16575,im responsible for this  sorry,1
6725,i believe we can actually change the  to be  to cut down on the typing and not need to define the  its one of the things i really like about faraday,1
6725,we are using the  middleware  so well get an exception if things dont work,1
17249,the reason the null check is here is so that it will make if the doc is null not sure what the desired behavior would be in this situation if i remove the null check but  still contains the id    in a sense the ,1
17237,what do you think about collapsing these two lines in one   ,0
6725,you should just be able to pass the  hash directly in as the second argument to  without needing to convert it to a string were you having problems with that ,1
17255,might be useful to pass the  option so you get a instance back from this,1
16575,limitation   i would call that a showstopper,0
17237,i am thinking of having a single histogram function without     does input validation literally in  lines and then  it calls i think we should put the code in one function  it made sense to separate ,1
17245,both lines are the same  is the unicode escape for  json interprets them as the same thing,0
17261,dont hard code these values use,0
17245,fixed in source  sorry  the comment can be deleted,1
17260,its a convention there may be issues with very old clients where being case insensitive was not strictly observed id simply prefer that we not deviate from what esapi does since it was written by   wiser minds than mine if its explicitly upper casing ,0
16575,this might be used otherwise it will be removed  see my comment above,0
7018,in order for to find this class  it  must  be called  see the static initializer and for or,0
7018,also  will never use this instance  since it always constructs its own instance,0
17262,wrapped everything into a that seems to be the easier and more readable approach,1
7165,maybe the comment above is worded incorrectly  this method works fine  if you are using only a few segments in a  since you can calculate the number of samples by adding up all the times if there are going to be multiple  then you have to d,1
17263,fix order container  display   no need for the part,0
17263,put a comment on these saying the unit is pixels,0
17263,put a comment with the unit,0
16575,were going to have to support polygons crossing the idl sooner or later  i guess the question is if shapefiles allow it   and if so  is it important enough that we should do it now ,0
7043,shouldnt the be loading into  ,0
17263,  what are d and p  i can guess dots per mm  but the value passed seems more like,0
17264,appcelerator coding standard requires testing for null  eg ,0
7023,the prior behavior should match how this library works with a real cassandra cluster does it not ,0
17264,appcelerator coding standard requires testing for null  eg ,0
7043,wow  overlooked while copying from one file to another  fixed,1
6878,it says here  but in you have   is one of these a typo ,0
17264,appcelerator coding standard requires testing for null  eg ,0
17228,lol  that was actually more a todo item the code i have now is not your error handling code ,1
6878,indeed  i think the extra is a typo  sort of redundant  ill fix this in the docs,1
17237,sounds right i will move the text output code in the caller in     we can figure out later how exactly to output as text,1
6711,did that  thanks for the suggestion ,1
17268,whats this function doing in here   it probably shouldnt exist since its only called once,0
17237,a little thing that slipped through with over    i will prepare a separate small pull request with this fix and another one for over later,0
17268,using an early return here may make the following else block a bit clearer since the else starts on line  and ends on line ,0
17265,note pull upstream master before doing this,0
17268,the  shouldnt be hard coded in here since gutsy is open source and presumably someone one day besides may want to use it  we probably do this elsewhere  if so  we should maybe just fix all of   them in another pull request  otherwise ,1
17265,i remember trying to remove the if and it errored out somewhere,1
17268,you may want to use the parser thing in utils here,1
17265,schema is probably different since i did a lot of database stuff on other branches  and i was trying to figure out how to do everything,1
6947,how about adding something like,1
17283,yeah youre right  this shouldnt be top level  it fixes the test but the test is flawed since will never be a fact    ive reverted this commit,1
6667,dont change the version when submitting a pull request let the librarys manager choose which version goes with changes,0
17287,these lines still expose the render logic in the view it reads like theres a possibility of both partials rendering    a better pattern would be  then  conditionally render in the presenter,0
17286,could you do a quick check and see if there is actually a requirement for explicitly an   id love to move this logic to have it consume a generic  and the,1
17286,it should actually be possible with the compromise of losing access to the  stuff ,1
17285,maybe would make more sense than    add to the top of file      if becomes unless,1
17288,i dont like this loop can you change this to  and then remove the loop  might need to pull upstream master if squeel is not installed    actually  do this,0
17287,yeah  that is good feedback ,1
7164,on refresh flow  we need to send client secret also ,0
17286,are you sure that we need a wrapped hydrator  after all   should allow you to access the fields directly also for writes  also here  could you do a quick check and see if  and,1
7164,chatter can call this version to the get the url i can put this method into chatter  but i feel isnt used directly by anyone  so it should be ok ,0
17286,use statements instead of this also  we should probably rely on ,0
17285,dont need this line if you do the changed above,0
17286,also here  use methods  and  from the interface,0
17234,freeaqingme this is standard getopt usage  not just in zf  but any library or language that provides getoptstyle cli argument parsing and i mean down to the syntax used to interact with it,0
6769,i think this line should be removed  what if we want to test that katello gives a proper error message when the description is left out   we should be able to use this task for such a test,0
6878,i like this  though the way it updates  at the end seems unnecessarily hackish  could it not just return maybe a dict and let the caller decide what it wants to do with the results   this works for expat    but if there isnt already a local vari,0
17286,use the  from the target class  here,0
7164,this shouldnt affect the normal flow it is required for ip bypss flow ,0
7024,as long as youre doing this  might as well make it something like    this would make it backwards ,1
17286,use  instead this is premature optimization,0
17282,dont need if you do what i said above,0
7164,need to store this  as we require it for refresh flow ,0
6878,Cool i dont think i even would have thought of this  but i like the idea,1
7164,lets the application override this method to provide its own helper ,0
7164,let the application override this to decide if it wants to load ip bypass flow  or regular flow ,0
7164,all this moves to the   application can override this method to provide their own auth finish task   ,0
7164,removing account shouldnt be done on the ui thread since we already have an  removing the accounts here ,0
17291,you reverted them the wrong way,0
7164,this got moved to the async task ,0
17287,designating the       and  methods as helpers unintentionally exposes them as helpers to woople a better place for them would be in the ,0
7023,im getting a failure when i use the mock cassandra  which i believe i  being caused by the following    in gets called  which maps  the column name being looked up to the correct type as defined in the  schema ,0
7064,this message is wrong i changed the plugin the npanday file is repleaced by and the message could be something like   could not be found add set the path to th csc folder  ,0
7064,same as in csc next comment,0
17290,i swear git is crazy sometimes,0
17286,i dont agree with you about this one this is not premature optimization we dont need to load it  why loading it   this is just good sense p,0
17290,well just a minor thing you might wanna rename this to and same on the method above,1
7146,have  empty lines a special meaning in the code ,0
17286,that is mainly because  is an orm specific method,1
17292,is the needed here  will it work if you always use this  also  i find it a little hard to understand whats going on  can you try defining a separate function for the   instead of usin,0
17286,since we should ideally move to  and eventually extend the features here with more specific optimized logic  thats why i suggested to use ,1
7252,this is a bit hard to read    a better pattern might be  ,0
17293,from what i can infer from the controller  the user admin is supposed to set this in a form  so should be fine for deprecated,0
7241,how about nonce range vs full work ,1
17264,for and functions  platforms are not mentioned,0
7241,average is generally abbreviated avg ave is avenue,0
17296,style commas should be followed by a space,0
17295,this probably wont work did you test all those ,0
17296,can you rename  to something less verbose  i think  is fine  as it is  that is finally concerned with what to do with the contents,1
17299,youre making capybara dependent on jquery    a  huge  no to this,0
17300,it would be nice to have specs for these changes  and not just in the rspec matchers ,1
17298,replace l with,0
17300,yeah  agreed but where besides rspec matcher specs ,1
17301,ive tried my dev environment but it breaks the  template from because it uses the  so this has to be changed there too  before merging thisone ,0
17302,ah yes  totally right,1
17302,worth sending this to crew or techteam ,1
17303,dont we need to drop this ,1
17265,no idea why this file is different for you dont commit this file here,0
18785,it would help performance in the server itself,1
18785,true  and i cant see any problems as such with it  im just saying ,1
18785,returns the simple name of a spell eg confringos simple name is fireball at least i think this is what evilmidget is trying to achieve ,1
18785,no  it gets the of the class itself  which is what does,0
18785,cant this just be ,0
18785,ah right this change is not needed then,1
18785,exactly my point its much neater and does exactly the same,1
18785,should even be  to avoid confusion,0
